Item Number,"Standard
Cost","Average
Cost",Wh,Description[1],Description[2],Description[3],Description[4],Description[5],Profile Info[4],"Pricing
Base",Multiplier/Price[1],Multiplier/Price[2],Multiplier/Price[3],Major Pricing,Multiplier/Price[4],Multiplier/Price[5],Multiplier/Price[6],"Price
Per",Item Number,Cross Ref ID
MREW516,0.00,0.00,HB,15 H.P. 720 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,1083.07,1299.68,1083.07,,1083.07,0.00,1148.05,EA,?,?
MREW520,0.00,0.00,HB,20 H.P. 720 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,1207.80,1449.36,1207.80,,1207.80,0.00,1280.27,EA,?,?
MREW524,0.00,0.00,HB,25 H.P. 720 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,1384.03,1660.83,1384.03,,1384.03,0.00,1467.07,EA,?,?
MREW528,0.00,0.00,HB,30 H.P. 720 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,1570.15,1884.18,1570.15,,1570.15,0.00,1664.36,EA,?,?
MREW532,0.00,0.00,HB,40 H.P. 720 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,1841.40,2209.68,1841.40,,1841.40,0.00,1951.88,EA,?,?
MREW536,0.00,0.00,HB,50 H.P. 720 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,2098.80,2518.56,2098.80,,2098.80,0.00,2224.73,EA,?,?
MREW540,0.00,0.00,HB,60 H.P. 720 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,2336.40,2803.68,2336.40,,2336.40,0.00,2476.58,EA,?,?
MREW544,0.00,0.00,HB,75 H.P 720 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,2676.96,3212.35,2676.96,,2676.96,0.00,2837.58,EA,?,?
MREW548,0.00,0.00,HB,100 H.P. 720 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,3364.03,4036.83,3364.03,,3364.03,0.00,3565.87,EA,?,?
MREW552,0.00,0.00,HB,125 H.P. 720 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,3880.80,4657.05,3880.80,,3880.80,0.00,4113.65,EA,?,?
MREW556,0.00,0.00,HB,150 H.P. 720 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,4257.00,5108.40,4257.00,,4257.00,0.00,4512.42,EA,?,?
MREW560,0.00,0.00,HB,200 H.P. 720 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,4779.72,5735.66,4779.72,,4779.72,0.00,5066.50,EA,?,?
MREW564,0.00,0.00,HB,250 H.P. 720 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,6565.68,7878.81,6565.68,,6565.68,0.00,6959.62,EA,?,?
MREW600,0.00,0.00,HB,3 H.P. 600 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,831.84,998.20,831.84,,831.84,0.00,881.75,EA,?,?
MREW604,0.00,0.00,HB,5 H.P. 600 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,843.48,1012.17,843.48,,843.48,0.00,894.09,EA,?,?
MREW608,0.00,0.00,HB,7.5 H.P. 600 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,1007.83,1209.39,1007.83,,1007.83,0.00,1068.30,EA,?,?
MREW612,0.00,0.00,HB,10 H.P. 600 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,1134.55,1361.46,1134.55,,1134.55,0.00,1202.62,EA,?,?
MREW616,0.00,0.00,HB,15 H.P. 600 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,1306.80,1568.16,1306.80,,1306.80,0.00,1385.21,EA,?,?
MREW620,0.00,0.00,HB,20 H.P. 600 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,1384.03,1660.83,1384.03,,1384.03,0.00,1467.07,EA,?,?
MREW624,0.00,0.00,HB,25 H.P. 600 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,1572.12,1886.54,1572.12,,1572.12,0.00,1666.45,EA,?,?
MREW628,0.00,0.00,HB,30 H.P. 600 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,1785.96,2143.15,1785.96,,1785.96,0.00,1893.12,EA,?,?
MREW632,0.00,0.00,HB,40 H.P. 600 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,1987.92,2385.50,1987.92,,1987.92,0.00,2107.20,EA,?,?
MREW636,0.00,0.00,HB,50 H.P. 600 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,2166.12,2599.34,2166.12,,2166.12,0.00,2296.09,EA,?,?
MREW640,0.00,0.00,HB,60 H.P. 600 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,2423.52,2908.22,2423.52,,2423.52,0.00,2568.93,EA,?,?
MREW644,0.00,0.00,HB,75 H.P 600 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,2744.28,3293.13,2744.28,,2744.28,0.00,2908.94,EA,?,?
MREW648,0.00,0.00,HB,100 H.P. 600 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,3476.88,4172.25,3476.88,,3476.88,0.00,3685.49,EA,?,?
MREW652,0.00,0.00,HB,125 H.P. 600 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,4177.80,5013.36,4177.80,,4177.80,0.00,4428.47,EA,?,?
MREW656,0.00,0.00,HB,150 H.P. 600 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,4506.48,5407.77,4506.48,,4506.48,0.00,4776.87,EA,?,?
MREW660,0.00,0.00,HB,200 H.P. 600 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,4827.24,5792.68,4827.24,,4827.24,0.00,5116.87,EA,?,?
MREW664,0.00,0.00,HB,250 H.P. 600 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,7318.08,8781.69,7318.08,,7318.08,0.00,7757.16,EA,?,?
MREW700,0.00,0.00,HB,SIZE 1 AND A ECONOPAK REWIND,,,,,MOTOR REWIND,P,847.44,1016.92,847.44,,847.44,0.00,898.29,EA,?,?
MREW704,0.00,0.00,HB,SIZE 2 AND B ECONOPAK REWIND,,,,,MOTOR REWIND,P,1188.00,1425.60,1188.00,,1188.00,0.00,1259.28,EA,?,?
MREW708,0.00,0.00,HB,SIZE 3 AND C ECONOPAK REWIND,,,,,MOTOR REWIND,P,1716.67,2060.00,1716.67,,1716.67,0.00,1819.67,EA,?,?
MREW712,0.00,0.00,HB,SIZE 4 AND D ECONOPAK REWIND,,,,,MOTOR REWIND,P,2698.75,3238.50,2698.75,,2698.75,0.00,2860.68,EA,?,?
MREW716,0.00,0.00,HB,SIZE 5 AND E ECONOPAK REWIND,,,,,MOTOR REWIND,P,3146.23,3775.47,3146.23,,3146.23,0.00,3335.00,EA,?,?
MREW720,0.00,0.00,HB,SIZE 6 AND EE ECONOPAK REWIND,,,,,MOTOR REWIND,P,3716.47,4459.76,3716.47,,3716.47,0.00,3939.46,EA,?,?
MUR782,0.00,0.00,HB,OPLFC-S-3000-OS PRESSURE GUAGE,0-3000PSI FLUSH MOUNT OIL-,SEALED MURPHY,,,PRESSURE SWITCHES - OIL FILLED,P,456.82,548.19,397.24,357.52,357.51,456.82,456.82,EA,MUR782,05701242
MUR782,0.00,0.00,HB,OPLFC-S-3000-OS PRESSURE GUAGE,0-3000PSI FLUSH MOUNT OIL-,SEALED MURPHY,,,PRESSURE SWITCHES - OIL FILLED,P,456.82,548.19,397.24,357.52,357.51,456.82,456.82,EA,MUR782,OPLFC-R-3000-OS
MUR860,0.00,0.00,HB,OPLFC-A-30 PRESURE GUAGE,0-30PSI FLUSH MOUNT MURPHY,,,,OPLFC -A PRESSURE SWITCHES,P,241.46,289.75,209.96,188.96,188.97,241.46,241.46,EA,MUR860,05701048
MUR868,0.00,0.00,HB,OPLFC-A-100 PRESSURE GUAGE,0-100PSI FLUSH MOUNT MURPHY,,,,OPLFC -A PRESSURE SWITCHES,P,241.46,289.75,209.96,188.96,188.97,241.46,241.46,EA,MUR868,05701008
MUR870,0.00,0.00,HB,OPLFC-A-200 PRESSURE GUAGE,0-200PSI FLUSH MOUNT MURPHY,,,,OPLFC -A PRESSURE SWITCHES,P,241.46,289.75,209.96,188.96,188.97,241.46,241.46,EA,MUR870,05701038
MUR872,0.00,0.00,HB,OPLFC-A-300 PRESSURE GUAGE,0-300PSI FLUSH MOUNT MURPHY,,,,OPLFC -A PRESSURE SWITCHES,P,241.46,289.75,209.96,188.96,188.97,241.46,241.46,EA,MUR872,05701054
MUR874,0.00,0.00,HB,OPLFC-A-400 PRESSURE GUAGE,0-400PSI FLUSH MOUNT MURPHY,,,,OPLFC -A PRESSURE SWITCHES,P,241.46,289.75,209.96,188.96,188.97,241.46,241.46,EA,MUR874,05701086
MUR876,0.00,0.00,HB,OPLFC-A-600 PRESSURE GUAGE,0-600PSI FLUSH MOUNT MURPHY,,,,OPLFC -A PRESSURE SWITCHES,P,241.46,289.75,209.96,188.96,188.97,241.46,241.46,EA,MUR876,05701093
MUR878,0.00,0.00,HB,OPLFC-A-1000 PRESSURE GUAGE,0-1000PSI FLUSH MOUNT MURPHY,,,,OPLFC -A PRESSURE SWITCHES,P,241.46,289.75,209.96,188.96,188.97,343.98,343.98,EA,MUR878,05701010
MUR880,0.00,0.00,HB,OPLFC-S-2000 PRESSURE GUAGE,0-2000PSI FLUSH MOUNT MURPHY,,,,OPLFC -A PRESSURE SWITCHES,P,330.64,396.77,287.51,258.76,258.76,427.68,427.68,EA,MUR880,05701231
MUR880,0.00,0.00,HB,OPLFC-S-2000 PRESSURE GUAGE,0-2000PSI FLUSH MOUNT MURPHY,,,,OPLFC -A PRESSURE SWITCHES,P,330.64,396.77,287.51,258.76,258.76,427.68,427.68,EA,MUR880,OPLFCR2000
MUR882,0.00,0.00,HB,OPLFC-S-3000 PRESSURE GUAGE,0-3000PSI FLUSH MOUNT MURPHY,,,,OPLFC -A PRESSURE SWITCHES,P,330.64,396.77,287.51,258.76,258.76,330.64,330.64,EA,MUR882,05701240
MUR882,0.00,0.00,HB,OPLFC-S-3000 PRESSURE GUAGE,0-3000PSI FLUSH MOUNT MURPHY,,,,OPLFC -A PRESSURE SWITCHES,P,330.64,396.77,287.51,258.76,258.76,330.64,330.64,EA,MUR882,OPLFCR3000
MUR884,0.00,0.00,HB,OPLFC-S-5000 PRESSURE GUAGE,0-5000PSI FLUSH MOUNT MURPHY,,,,OPLFC -A PRESSURE SWITCHES,P,330.64,396.77,287.51,258.76,258.76,330.64,330.64,EA,MUR884,05701255
MUR884,0.00,0.00,HB,OPLFC-S-5000 PRESSURE GUAGE,0-5000PSI FLUSH MOUNT MURPHY,,,,OPLFC -A PRESSURE SWITCHES,P,330.64,396.77,287.51,258.76,258.76,330.64,330.64,EA,MUR884,OPLFCR5000
MUR950,0.00,0.00,HB,05-096-0156 EXPL PROOF ENCL,,,,,MURPHY EXPLOSION PROOF ENCLOSURES,P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,EA,MUR950,XLK1030
NIC112,0.00,0.00,HB,"2 1/2"" CHASE NIPPLE",,,,,CHASE NIPPLES,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
NIC116,0.00,0.00,HB,"4"" CHASE NIPPLE",,,,,CHASE NIPPLES,P,151.58,181.90,94.74,,71.06,0.00,160.67,EA,NIC116,APPLETON CN-400
NIC116,0.00,0.00,HB,"4"" CHASE NIPPLE",,,,,CHASE NIPPLES,P,151.58,181.90,94.74,,71.06,0.00,160.67,EA,NIC116,BRIDGEPORT 1111
NIC116,0.00,0.00,HB,"4"" CHASE NIPPLE",,,,,CHASE NIPPLES,P,151.58,181.90,94.74,,71.06,0.00,160.67,EA,NIC116,CCHC 59
NIC116,0.00,0.00,HB,"4"" CHASE NIPPLE",,,,,CHASE NIPPLES,P,151.58,181.90,94.74,,71.06,0.00,160.67,EA,NIC116,STL CTY HA410
NIC116,0.00,0.00,HB,"4"" CHASE NIPPLE",,,,,CHASE NIPPLES,P,151.58,181.90,94.74,,71.06,0.00,160.67,EA,NIC116,T&B 851
NIC116,0.00,0.00,HB,"4"" CHASE NIPPLE",,,,,CHASE NIPPLES,P,151.58,181.90,94.74,,71.06,0.00,160.67,EA,NIC116,XAN108
NIP178,0.00,325.00,HB,"1 X 10"" NIPPLE",GALV CONDUIT,,,,GALV CONDUIT NIPPLES,P,959.10,1150.92,834.00,,834.00,900.72,1016.65,C,?,?
NIP220,0.00,60.29,HB,"3/4 X 2 1/2"" NIPPLE",GALV CONDUIT,,,,GALV CONDUIT NIPPLES,P,142.80,171.36,142.80,,142.00,243.00,246.00,C,?,?
NIP308,0.00,0.00,HB,"1"" X 2 1/2"" NIPPLE",GALV CONDUIT,,,,GALV CONDUIT NIPPLES,P,296.40,355.68,296.40,,267.00,0.00,366.04,C,?,?
NIP404,0.00,152.79,HB,"1 1/4 X 3 1/2"" NIPPLE",GALV CONDUIT,,,,GALV CONDUIT NIPPLES,P,0.00,0.00,0.00,,0.00,0.00,0.00,C,?,?
NIP476,0.00,0.00,HB,"1 1/2"" X 3 1/2"" NIPPLE",GALV CONDUIT,,,,GALV CONDUIT NIPPLES,P,0.00,0.00,0.00,,0.00,0.00,0.00,C,?,?
NIP508,0.00,0.00,HB,"1 1/2"" X 8"" NIPPLE",GALV CONDUIT,,,,GALV CONDUIT NIPPLES,P,0.00,0.00,0.00,,0.00,1365.00,1365.00,C,NIP508,BAK0508
NIP524,0.00,0.00,HB,"1 1/2"" X 12"" NIPPLE",GALV CONDUIT,,,,GALV CONDUIT NIPPLES,P,12.80,15.36,12.80,,12.00,0.00,0.00,C,?,?
NIP548,0.00,0.00,HB,"2 X 3 1/2"" NIPPLE",GALV CONDUIT,,,,GALV CONDUIT NIPPLES,P,0.00,0.00,0.00,,0.00,0.00,0.00,C,?,?
NIP620,0.00,0.00,HB,"2 1/2"" X 5"" NIPPLE",GALV CONDUIT,,,,GALV CONDUIT NIPPLES,P,0.00,0.00,0.00,,0.00,0.00,0.00,C,?,?
NIP732,0.00,0.00,HB,"4 X 5"" NIPPLE",GALV CONDUIT,,,,GALV CONDUIT NIPPLES,P,0.00,0.00,0.00,,0.00,0.00,0.00,C,?,?
NUT670,0.00,1.98,HB,#10-24 ZINC NUT,,,,FAST (100/box)(291/lb),ZINC NUTS,P,0.00,0.00,7.00,,0.00,0.00,0.00,C,NUT670,QAC1150
OPEA140,0.00,0.00,HB,"N/C CONTACT BLCK, OPERATOR",ALLEN BRADLEY,,,,"OPERATORS, ALLEN BRADLEY",P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
OPH100,0.00,0.00,HB,"HOA BRACKET, OPERATOR",,,,,OPERATORS,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,OPH100,XLK1116
PAN192,0.00,0.00,HB,4' X 6' PANEL BOARD,,,,,PANEL BOARD,P,1050.00,1250.00,1050.00,,1050.00,729.00,3552.00,EA,?,?
PAN196,0.00,0.00,HB,4' X 8' PANEL BOARD,,,,,PANEL BOARD,P,1350.00,1620.00,1350.00,,1350.00,837.00,837.00,EA,PAN196,epic HA181
PIP800,0.00,0.00,HB,"2 3/8"" PIPE OILFIELD TUBING",,,,,"PIPE, OILFIELD TUBING",P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
PLA202,0.00,0.25,HB,1 GANG RECEPTACLE PLATE,"ALL COLORS, PLASTIC",,,,PLATES FOR SWITCHES AND RECP.,P,4.38,5.26,4.38,,3.95,0.00,0.00,EA,?,?
PLA204,0.00,0.00,HB,1 GANG BLANK PLATE ALL,"COLORS, PLASTIC",,,,PLATES FOR SWITCHES AND RECP.,P,0.00,0.00,0.00,,0.00,0.60,0.86,EA,?,?
PLA214,0.00,0.00,HB,"PLATE ALL COLORS, PLASTIC",,,,"PLATE ALL COLORS, PLASTIC",PLATES FOR SWITCHES AND RECP.,P,3.60,4.32,3.60,,3.24,4.14,0.00,EA,?,?
PLA216,0.00,0.00,HB,2 GANG BLANK PLATE ALL,"COLORS, PLASTIC",,,,PLATES FOR SWITCHES AND RECP.,P,0.00,0.00,0.00,,0.00,1.92,1.92,EA,?,?
PLA498,0.00,2.31,HB,"""IN USEz"" COVER 2-3/4"" DEEP",VERTICAL OR HORIZONTAL,,,INT WP1100C,WEATHERPROOF PLATES,P,20.88,25.06,20.88,,18.79,20.88,24.01,EA,PLA498,DAK1011
PLA526,0.00,0.00,HB,COVER RECEPTACLE DUP WP 1G,,,,THM CCD,WEATHERPROOF PLATES,P,0.00,0.00,0.00,,0.00,8.91,18.72,EA,PLA526,DAL1016
PLA528,0.00,0.00,HB,SWITCH COVER WEATHERPROOF,,,,CRH DS185,WEATHERPROOF PLATES,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,PLA528,DAL1021
PLCN100,0.00,0.00,HB,TEMP. AVERAGER PROBE,,,,CAMERON 3L-5507,INVALCO PROGRAMMABLE CONTROLS,P,0.00,0.00,317.22,,0.00,378.00,378.00,EA,PLCN100,JAH2001
PLCN112,0.00,0.00,HB,3LTACW0053 TEMP. AVERAGER PROB,,,,,INVALCO PROGRAMMABLE CONTROLS,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
PLCN124,0.00,0.00,HB,TA 500 TEMP. AVERAGER,,,,CAMERON 3L-500BEN,INVALCO PROGRAMMABLE CONTROLS,P,0.00,0.00,0.00,,0.00,4871.66,4871.66,EA,PLCN124,JAH2010
PLCN136,0.00,0.00,HB,TA 1000 TEMP. AVERAGER,,,,CAMERON 3L-7604BEN,INVALCO PROGRAMMABLE CONTROLS,P,0.00,0.00,3521.72,,0.00,0.00,0.00,EA,PLCN136,JAH2011
PLCO804,0.00,0.00,HB,WFDR1F1252 20' PROBE,OLEUMTECH PROGRAMMABLE CONTRO,,,,OLEUMTECH PROGRAMMABLE CONTROLS,P,0.00,0.00,0.00,,0.00,2673.54,2673.54,EA,PLCO804,XLK342
PLCS308,0.00,2257.22,HB,SIEMENS LR250 HART RADAR,,,,,SIEMENS PROGRAMMABLE CONTROLS,P,4063.00,4875.60,4063.00,,4063.00,4388.04,4388.04,EA,?,?
PLCS318,0.00,0.00,HB,PROFIBUS DIN RAIL,,,,,SIEMENS PROGRAMMABLE CONTROLS,P,0.00,0.00,0.00,,0.00,145.65,145.65,EA,?,?
PLCS322,0.00,0.00,HB,PROFIBUS 5A POWER SUPPLY,,,,,SIEMENS PROGRAMMABLE CONTROLS,P,0.00,0.00,0.00,,0.00,410.40,410.40,EA,?,?
PLCS326,0.00,0.00,HB,PROFIBUS TERMINATING RESISTOR,,,,,SIEMENS PROGRAMMABLE CONTROLS,P,0.00,0.00,0.00,,0.00,389.02,389.02,EA,?,?
PLU130,0.00,0.00,HB,15 AMP FEMALE PLUG W/P,,,,,EXTENSION CORD PLUGS,P,0.00,0.00,0.00,,0.00,49.95,49.95,EA,?,?
PLU136,0.00,0.00,HB,20 AMP 2P3W FEMALE PLUG,,,,,EXTENSION CORD PLUGS,P,0.00,0.00,0.00,,0.00,49.90,49.90,EA,?,?
PLU401,0.00,0.00,HB,20A 250V 2P3W CORD PLUG,,,,LEV 620PV,EXTENSION CORD PLUGS,P,11.26,12.39,11.26,9.57,9.57,18.99,19.83,EA,PLU401,COOPER WIRING 4509-BOX
PLU401,0.00,0.00,HB,20A 250V 2P3W CORD PLUG,,,,LEV 620PV,EXTENSION CORD PLUGS,P,11.26,12.39,11.26,9.57,9.57,18.99,19.83,EA,PLU401,ERICSON 1516P
PLU401,0.00,0.00,HB,20A 250V 2P3W CORD PLUG,,,,LEV 620PV,EXTENSION CORD PLUGS,P,11.26,12.39,11.26,9.57,9.57,18.99,19.83,EA,PLU401,WOODHEAD 5466YL
PLU403,0.00,0.00,HB,20A 125V 2P3W FEMALE CONNECTOR,,,,LEV 5369/P&S PS5369X,EXTENSION CORD PLUGS,P,43.91,52.69,42.44,,42.44,0.00,46.54,EA,PLU403,COOPER 5369
PLU403,0.00,0.00,HB,20A 125V 2P3W FEMALE CONNECTOR,,,,LEV 5369/P&S PS5369X,EXTENSION CORD PLUGS,P,43.91,52.69,42.44,,42.44,0.00,46.54,EA,PLU403,LEVITON 5369-C
PLU403,0.00,0.00,HB,20A 125V 2P3W FEMALE CONNECTOR,,,,LEV 5369/P&S PS5369X,EXTENSION CORD PLUGS,P,43.91,52.69,42.44,,42.44,0.00,46.54,EA,PLU403,PASS & SEYMOUR PS5369X
PLU403,0.00,0.00,HB,20A 125V 2P3W FEMALE CONNECTOR,,,,LEV 5369/P&S PS5369X,EXTENSION CORD PLUGS,P,43.91,52.69,42.44,,42.44,0.00,46.54,EA,PLU403,WOODHEAD 5369
PLU405,0.00,0.00,HB,20A 125/250V 3P4W L1420 FEMALE,LOCKING CORD CONNECTOR,,,WOD 27W74 ERIC 2420-CW6P,EXTENSION CORD PLUGS,P,84.18,101.02,73.20,62.22,52.80,85.86,85.86,EA,PLU405,BRYANT 27W74BRY
PLU405,0.00,0.00,HB,20A 125/250V 3P4W L1420 FEMALE,LOCKING CORD CONNECTOR,,,WOD 27W74 ERIC 2420-CW6P,EXTENSION CORD PLUGS,P,84.18,101.02,73.20,62.22,52.80,85.86,85.86,EA,PLU405,COOPER L1420CW
PLU405,0.00,0.00,HB,20A 125/250V 3P4W L1420 FEMALE,LOCKING CORD CONNECTOR,,,WOD 27W74 ERIC 2420-CW6P,EXTENSION CORD PLUGS,P,84.18,101.02,73.20,62.22,52.80,85.86,85.86,EA,PLU405,ERICSON 2420-CW6P
PLU405,0.00,0.00,HB,20A 125/250V 3P4W L1420 FEMALE,LOCKING CORD CONNECTOR,,,WOD 27W74 ERIC 2420-CW6P,EXTENSION CORD PLUGS,P,84.18,101.02,73.20,62.22,52.80,85.86,85.86,EA,PLU405,HUBBELL 2413SW
PLU405,0.00,0.00,HB,20A 125/250V 3P4W L1420 FEMALE,LOCKING CORD CONNECTOR,,,WOD 27W74 ERIC 2420-CW6P,EXTENSION CORD PLUGS,P,84.18,101.02,73.20,62.22,52.80,85.86,85.86,EA,PLU405,LEVITON 27W74
PLU405,0.00,0.00,HB,20A 125/250V 3P4W L1420 FEMALE,LOCKING CORD CONNECTOR,,,WOD 27W74 ERIC 2420-CW6P,EXTENSION CORD PLUGS,P,84.18,101.02,73.20,62.22,52.80,85.86,85.86,EA,PLU405,NEMA 14-20R
PLU405,0.00,0.00,HB,20A 125/250V 3P4W L1420 FEMALE,LOCKING CORD CONNECTOR,,,WOD 27W74 ERIC 2420-CW6P,EXTENSION CORD PLUGS,P,84.18,101.02,73.20,62.22,52.80,85.86,85.86,EA,PLU405,WOODHEAD 27W74
PLU410,0.00,0.00,HB,20A 125/250V 3P4W L1420 MALE,LOCKING CORD PLUG,,,WOD 26W74 ERIC 2320PW6P,EXTENSION CORD PLUGS,P,60.72,72.86,52.80,44.88,40.34,57.78,57.78,EA,PLU410,BRYANT 26W74BRY
PLU410,0.00,0.00,HB,20A 125/250V 3P4W L1420 MALE,LOCKING CORD PLUG,,,WOD 26W74 ERIC 2320PW6P,EXTENSION CORD PLUGS,P,60.72,72.86,52.80,44.88,40.34,57.78,57.78,EA,PLU410,COOPER L1420PW
PLU410,0.00,0.00,HB,20A 125/250V 3P4W L1420 MALE,LOCKING CORD PLUG,,,WOD 26W74 ERIC 2320PW6P,EXTENSION CORD PLUGS,P,60.72,72.86,52.80,44.88,40.34,57.78,57.78,EA,PLU410,ERICSON 2320-PW6P
PLU410,0.00,0.00,HB,20A 125/250V 3P4W L1420 MALE,LOCKING CORD PLUG,,,WOD 26W74 ERIC 2320PW6P,EXTENSION CORD PLUGS,P,60.72,72.86,52.80,44.88,40.34,57.78,57.78,EA,PLU410,HUBBELL 2411SW
PLU410,0.00,0.00,HB,20A 125/250V 3P4W L1420 MALE,LOCKING CORD PLUG,,,WOD 26W74 ERIC 2320PW6P,EXTENSION CORD PLUGS,P,60.72,72.86,52.80,44.88,40.34,57.78,57.78,EA,PLU410,LEVITON 26W74
PLU410,0.00,0.00,HB,20A 125/250V 3P4W L1420 MALE,LOCKING CORD PLUG,,,WOD 26W74 ERIC 2320PW6P,EXTENSION CORD PLUGS,P,60.72,72.86,52.80,44.88,40.34,57.78,57.78,EA,PLU410,WOODHEAD 26W74
POL460,0.00,945.31,HB,60' CLASS 3 POLE,,,,,POLES,P,1733.07,1993.03,1575.52,1417.97,1417.97,1531.41,1837.05,EA,?,?
POW154,0.00,0.00,HB,24VDC/12VDC POWER SUPPLY,,,,PULS UB10.245,POWER SUPPLY,P,632.00,758.40,632.00,,632.00,786.56,832.65,EA,POW154,PULS UB10.245
POW154,0.00,0.00,HB,24VDC/12VDC POWER SUPPLY,,,,PULS UB10.245,POWER SUPPLY,P,632.00,758.40,632.00,,632.00,786.56,832.65,EA,POW154,UNINTERRUPTIBLE POWER SUPPLY
POW154,0.00,0.00,HB,24VDC/12VDC POWER SUPPLY,,,,PULS UB10.245,POWER SUPPLY,P,632.00,758.40,632.00,,632.00,786.56,832.65,EA,POW154,UPS
PROA502,0.00,0.00,HB,SIZE 2 MOTOR CIRC PROTECTOR,ALLEN BRADLEY,,,,MOTOR CIRCUIT PROTECTOR ALLEN BRADLEY,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
PROA504,0.00,0.00,HB,SIZE 3 MOTOR CIRC PROTECTOR,ALLEN BRADLEY,,,,MOTOR CIRCUIT PROTECTOR ALLEN BRADLEY,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
PROA506,0.00,0.00,HB,SIZE 4 MOTOR CIRC PROTECTOR,ALLEN BRADLEY,,,,MOTOR CIRCUIT PROTECTOR ALLEN BRADLEY,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
PROA508,0.00,0.00,HB,SIZE 5 MOTOR CIRC PROTECTOR,ALLEN BRADLEY,,,,MOTOR CIRCUIT PROTECTOR ALLEN BRADLEY,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
PROG500,0.00,0.00,HB,G.E. SIZE 1 MOTOR CIRCUIT,PROTECTOR,,,,MOTOR CIRCUIT PROTECTORS G.E.,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
PROG502,0.00,0.00,HB,G.E. SIZE 2 MOTOR CIRCUIT,PROTECTOR,,,,MOTOR CIRCUIT PROTECTORS G.E.,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
PROG504,0.00,0.00,HB,G.E. SIZE 3 MOTOR CIRCUIT,PROTECTOR,,,,MOTOR CIRCUIT PROTECTORS G.E.,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
PROG506,0.00,0.00,HB,G.E. SIZE 4 MOTOR CIRCUIT,PROTECTOR,,,,MOTOR CIRCUIT PROTECTORS G.E.,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
PROS500,0.00,0.00,HB,SIEMENS SIZE 1 MOTOR,CIRCUIT PROTECTOR,,,,MOTOR CIRCUIT PROTECTORS - SIEMENS,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
PROS502,0.00,0.00,HB,SIEMENS SIZE 2 MOTOR,CIRCUIT PROTECTOR,,,,MOTOR CIRCUIT PROTECTORS - SIEMENS,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,PROS502,XLK1216
PROS504,0.00,0.00,HB,SIEMENS SIZE 3 MOTOR,CIRCUIT PROTECTOR,,,SIEMANS ED63A100,MOTOR CIRCUIT PROTECTORS - SIEMENS,P,1288.52,1546.22,1202.62,,1202.62,0.00,1365.83,EA,PROS504,SIEMANS ED63A100
PROS506,0.00,0.00,HB,SIEMENS SIZE 4 MOTOR,CIRCUIT PROTECTOR,,,,MOTOR CIRCUIT PROTECTORS - SIEMENS,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
